"YEAR"	"CTA_ring.Chrono"	"CWTALL_ring.Chrono"	"CWAadj_ring.Chrono"	"CWAadj_ew.Chrono"	"CWAadj_lw.Chrono"	"RWA_ring.Chrono"	"RWA_ew.Chrono"	"RWA_lw.Chrono"	"CN_ring.Chrono"	"CN_ew.Chrono"	"CN_lw.Chrono"	"TRW.Chrono"	"RWD.Chrono"
"18"	1967	0.978679012773829	1.01608870765533	0.986038707000478	0.984880957034543	0.980827371559771	0.916806530452422	0.895486163746984	0.940453739702866	0.928697138634087	0.902229488532865	0.969595143468289	0.942170751194887	1.00863408128741
"19"	1968	0.978390001743938	1.00117195039701	1.00251394177733	1.01046929868167	0.996468236795947	1.02722560341027	1.02915664049926	1.08407941104632	1.02817209212449	1.021343693268	1.12075334120772	1.01771295806404	1.01339973100364
"20"	1969	0.95926791269479	1.0610870431863	1.01867430445185	0.995775153896191	1.03718869243022	0.95597004169278	0.902215279753049	1.0514902664857	0.952587858879621	0.90946095235596	0.982462507786565	0.90034976941569	1.04345523987363
"21"	1970	0.972505658515604	0.960139370329489	0.958897940211062	0.974070193390392	0.934209822087163	0.958051887072609	1.03757522392558	0.740917855106949	0.995461635740062	1.06906780816822	0.822000742931576	1.00499465914416	0.987163131102593
"22"	1971	1.00160469042206	0.990852241631854	0.999287435667907	1.00481692885336	0.989522006852311	0.891700077354696	0.919362787860838	0.873679779002351	0.906396663328871	0.915313038924166	0.884021405658451	0.892871747899235	0.989596416262434
"23"	1972	0.996445293468492	0.980177651847655	0.984446247895444	0.968340217879935	1.03097086670392	0.906660169615394	0.922637085622915	0.848133872518632	0.933575734722709	0.960824862706859	0.799330149186301	0.902258771339386	0.995054583010901
"24"	1973	1.00159821321705	0.933214777749866	0.968455208591921	0.984331976406796	0.933335389452487	1.0673486507008	1.12548359237395	0.94468770455837	1.12712140130477	1.13613343347763	1.07037816294926	1.14328882121622	0.965172567077327
"25"	1974	0.996927568838758	1.00180690791154	1.00951564504627	0.9984865568678	1.04333588954656	1.15379853995963	1.14657432702739	1.14266539942937	1.12667323561787	1.14375621395261	1.09444917096713	1.14673807075822	1.00656758259976
"26"	1975	1.06005842379638	1.05432551303835	1.05174452611248	1.05543940107662	1.09412224042128	1.38861308374079	1.27153853025148	1.56683795396053	1.28996279174763	1.20720922018546	1.49414483027962	1.34351365892243	1.02030213040374
"27"	1976	1.03576212482089	1.04618063538045	1.05015379652298	1.04975161895902	1.0576971884856	1.19742137795377	1.1116047956459	1.38762109167541	1.1399512887093	1.05114222245389	1.33208647166154	1.15004577228081	1.02340925633229
"28"	1977	0.996650477354372	1.03831014283355	1.03337797010965	1.02485723187687	1.03693739798979	1.00833257098663	1.00398469986525	0.980028899204914	0.977155729844256	0.978281429813443	0.96178371150394	0.981548149287622	1.02813357550925
"29"	1978	1.03231124379024	1.07254559176525	1.03844457098525	1.02729825888649	1.0579317767899	1.06016030354527	1.03515870993967	1.18864727012566	1.04237728678105	1.01076143502874	1.13557167697827	1.07318858345356	1.02562315317572
"30"	1979	1.02460941814839	1.02250217471125	1.02941392433147	1.02255814204098	1.03365994276358	1.01392711495112	1.00954201937345	0.993407056160654	0.981006705635564	0.986423158947366	0.954057812028509	0.998530591412735	0.994886147814703
"31"	1980	0.964388932622765	1.04299462852404	0.998133722542909	0.99509344107492	0.980098824119964	0.778648571287235	0.712423601392139	0.890880399062021	0.772303329670211	0.72561791971525	0.908453867065639	0.738074493640106	1.02958787345164
"32"	1981	1.0010222610057	0.963188800546602	0.973281677385346	0.984642166084091	0.945780308456935	0.847415329925786	0.84768001008018	0.84751212994245	0.878268208683116	0.86302763876849	0.889713703742262	0.839691568614786	0.973327658560167
"33"	1982	0.990979232066551	0.946928768813585	0.960196062056404	0.985977325765233	0.934611995072939	0.746769698974301	0.784506092169166	0.69129480790381	0.787289425122621	0.799242157037778	0.739498999907959	0.745163333293421	0.967762142909444
"34"	1983	1.03824264240378	0.958891024291184	0.981231538715531	1.00531798895453	0.953803768297584	0.927608467247717	1.05187149156415	0.85999273718898	0.982396343398268	1.04721832285442	0.876127754903421	1.03344784009048	0.960121144116006
"35"	1984	0.973816669990487	1.01794709810192	1.00282416196109	0.993339520707823	1.00879379962236	0.939513006379106	0.959189791948751	1.04947602120417	0.951692643879895	0.968034919574627	1.09076985560012	0.947087955508164	1.03788479164916
"36"	1985	1.04705455661787	1.04039571025176	1.06689711979698	1.0520604932742	1.07089321706354	1.13191385424681	1.11588167916073	1.19321879737596	1.07087447232772	1.05191687253305	1.14474227009117	1.10636262273893	1.00869549681508
"37"	1986	0.998675145445264	1.06290268993218	1.04895874209267	1.03493387121865	1.07797197992894	1.22344789340408	1.18831211940542	1.28054859993104	1.17089453174606	1.16247169073436	1.18819159901142	1.15756342867604	1.04290777751489
"38"	1987	0.966933771221581	0.951635596384449	0.939830434507123	0.95814132956378	0.909485916117129	0.863241466379941	0.933131850029245	0.688544699598525	0.92317627885442	0.985380617966255	0.765925532330573	0.970338630042457	0.984077987170623
"39"	1988	0.934376000085499	0.900174574670021	0.888831044083253	0.894485655742028	0.868639673547397	0.727736407107655	0.786383828443505	0.599870927960622	0.830159891136618	0.885265245064654	0.700901449542438	0.799393891484349	0.974913904662837
"40"	1989	0.981007638854964	0.987851917836066	0.990163734043089	0.993386456148946	0.976020611747227	1.12582418584466	1.13206092583232	1.01887564582028	1.12787621800823	1.13892077173262	1.09927510311902	1.12907989778288	1.01684668259759
"41"	1990	1.02969988374984	0.977494405323723	1.0046372646637	1.01099450219382	0.992624666362548	1.09070863657305	1.16413180140111	0.888731850029231	1.07153195215672	1.15795853829441	0.90275404077768	1.09606751736332	0.980363363952427
"42"	1991	1.04797392403841	1.01721182611674	1.04289659998577	1.04069682156383	1.0520567476298	1.14579645929252	1.12271821883724	1.19878247124443	1.10336926063039	1.0830168060806	1.15972146283279	1.1203401424137	1.00060820448904
"43"	1992	0.976310496104476	0.967166293204191	0.971316815752195	0.979260145243101	0.961937420560381	0.916546784219122	0.961950116700662	0.787796435286321	0.94985348251662	0.985399176380611	0.837387905193112	0.895661486451959	0.984149108697182
"44"	1993	1.03540975777913	1.02691514042195	1.04603134607817	1.03977640642089	1.06689289955232	1.06329557862179	1.05796038048077	1.10705295461518	1.02909829986086	1.01875613541675	1.06971783478567	1.0330359905767	1.00197500391823
"45"	1994	0.984293057599772	1.0385671827599	1.02163911743779	0.997844676447752	1.07062786653903	1.14973414372297	1.0631345345839	1.2051328660432	1.13693952350933	1.07042638098468	1.25503367313237	1.126921393786	1.0286658541663
"46"	1995	0.944745270282747	0.90160494702882	0.905016314827614	0.924308504500274	0.877506189828541	0.782678562096428	0.88889612009865	0.498482234505815	0.877331596832546	0.975698486733888	0.587525666716051	0.874778203684905	0.940474820865539
"47"	1996	1.03759521729396	0.975975928606896	1.00623402133894	1.01062340965245	1.00889239592092	0.994429490388267	1.06387611090653	0.807065570263578	0.997388909921348	1.05666666279723	0.813349476908263	1.01394431725735	0.969770840852402
"48"	1997	1.04049626993621	1.0453848452161	1.04945402292675	1.04166654880291	1.06657080433186	1.04982228401453	1.02298835364094	1.18460036299224	1.00442647429929	0.98006300506131	1.09276049435337	1.03884229740567	1.00923069831924
"49"	1998	0.991298404214068	1.1247338531247	1.07524526864325	1.0556691340924	1.10047669914929	1.06508586532642	0.893386404207685	1.50305956448665	0.980287289906274	0.845133450275158	1.38276195388005	0.956157623163384	1.08921394443348
"50"	1999	1.02414586674935	1.03176314166648	1.03172271362158	1.03382229811586	1.03655462749719	1.03018120791849	0.976946273519223	1.09588557531108	1.00126408733191	0.971697717773527	1.07883340745006	1.00296852437248	1.00733220183878
"51"	2000	1.04308461804479	0.979028655719853	1.02486470656222	1.02030913725208	1.04687369729341	0.996971195994561	1.03507221920468	0.966034860010784	0.998218313574691	1.04192186600886	0.958422028843834	1.01543257726692	0.98430180473773
"52"	2001	1.01807508808282	1.04605768811695	1.04602829902172	1.04282740429697	1.06169953952052	1.08721852783686	1.0418073905989	1.19140449743125	1.04368817495907	1.00833456302007	1.14126583440237	1.03249124840882	1.02415928479756
"53"	2002	0.901124299295519	0.891367871294301	0.877474344286308	0.896612189756304	0.816493320689886	0.739353905634813	0.784059762911269	0.610606185962663	0.841586914112398	0.870566071627435	0.740961870132827	0.792193546393764	0.954830038460187
"54"	2003	0.999727342521708	0.981610472677998	0.992005748127748	1.00241937450475	0.961332947136144	1.04963344120384	1.08283366040349	0.869354031015805	1.05150003644833	1.07673190732493	0.884539304887062	1.07416467728383	1.00641367246441
"55"	2004	0.981255800354543	0.931532825822646	0.951487516802936	0.968840347547162	0.901478208931634	1.01257658436013	1.07334761396227	0.781666236820414	1.06810238170072	1.11649106237932	0.889351790819468	1.05799825475749	0.9685624793191
"56"	2005	0.992970993427873	0.984532325698913	0.977887415269499	0.97656052977116	0.973913105596697	1.02760596907338	1.0354356577511	0.949603026840039	1.0487059201727	1.05153267506241	0.978484233157929	1.07857362714029	0.990141862573674
"57"	2006	0.975399975308097	1.00492983599682	0.986567872312884	0.990004911493573	0.983139712470944	1.14138093788744	1.11206320271752	1.14352919945222	1.13592457824161	1.110808389484	1.16110526480012	1.14717157053097	1.01249674936799
"58"	2007	0.959755208037473	1.03044526049769	1.00944984041183	1.01469348717575	0.988471819553593	0.917332420609929	0.817418403855483	1.00944450322769	0.903875292350663	0.801093796636776	1.05229689946771	0.848103904278016	1.04284955793311
"59"	2008	0.99366773302827	0.997356903053448	0.990527478353907	0.99171293305788	0.996801165451761	0.91192085502822	0.932542839046907	0.855043111630323	0.922008142422897	0.936354501342216	0.873313465902296	0.937040135977478	1.0026511115719
"60"	2009	1.00220026541499	1.00315812342494	1.00259327805269	0.994293471155228	1.01845460763741	0.984981590668735	0.968745392717242	0.967995549476642	0.985549893567905	0.993599191987655	0.967083948454101	0.975661059755412	1.0067644543047
"61"	2010	0.985265733617832	1.03713386978662	1.0198635500652	0.993464326416003	1.07428638216176	0.980878995709949	0.951962659176176	1.01582964560779	0.95709409190137	0.956535725809773	0.964496898971414	0.969357656988545	1.02534180697815
"62"	2011	1.03977612942811	1.01106550110432	1.02391516253363	1.02565371574177	1.02409629044285	1.00861726977897	1.01558155965671	0.978294259863129	0.99290564042984	0.996376235192781	0.965465190498127	1.00068348283336	0.991097715050862
"63"	2012	1.00682134259332	0.993549436649387	0.996234340208117	1.00623089612929	0.981698352915385	1.00872342904537	1.01661142900271	0.994624500017584	1.02063033000305	1.02297093941301	1.04469565914452	1.02755835959631	0.996508820341338
"64"	2013	1.04585961212232	1.03358647184438	1.03580978161813	1.03683537720984	1.0462949088609	0.980299889475198	0.953341274920072	1.08783851605183	0.94315578442119	0.9159479993748	1.09708481762698	0.971446130133031	1.01088201666444
"65"	2014	1.03680896996927	0.976402148651487	1.01316649521931	1.01510252216445	1.02139711992593	0.917564438410233	0.964614278333851	0.802578897230217	0.914861343805446	0.948629193123385	0.818464638166851	0.934747347602061	0.982798227033449
"66"	2015	0.997761467293157	0.986495116690216	0.995103261576884	1.0171854651827	0.941033146910625	0.878451938459149	0.917810597211304	0.77811193795455	0.884671425261361	0.900621354271202	0.844671814095099	0.856785378101789	0.990380989985577
"67"	2016	1.01375720620918	1.03658538348961	1.02813779140289	1.02808582574463	1.05124028243532	1.02823558520944	1.05405989650481	0.947569345026633	0.995871042817142	1.01711881497048	0.93084065280351	0.990630279466399	1.0195481612887
"68"	2017	0.987557951841214	1.03003201507831	1.02149353442446	1.00520062907792	1.05529933858949	1.15665836802655	1.12046684235978	1.26266748127432	1.14062917101931	1.11618247433476	1.2274722778307	1.1443432893832	1.04164648481764
"69"	2018	0.958365732004016	0.941300694184861	0.937313243987533	0.938301682319004	0.941786768900318	0.819155927429074	0.897100582071508	0.745202781419232	0.906767045894161	0.959867136297218	0.77587694696339	0.838393527927522	0.96335145467809
"70"	2019	1.02669179993886	1.06316257870864	1.05992233608974	1.03847023595791	1.08781384343352	1.14510731974467	1.05000801992175	1.35957977142387	1.07774919451848	1.00963800221967	1.26117884064067	1.08556199848783	1.03987061089377
"71"	2020	0.989368999811755	1.005448125651	0.999306666291284	0.990331367716928	1.04880321932897	1.03796444664173	1.08384238380171	0.989699506822309	1.06496883132338	1.04815275102116	0.98292464240732	1.10323506447456	1.01632201462523
"72"	2021	1.00037667373802	0.91214649364589	0.930049893318708	0.954446929361953	0.881270249898095	0.897228855896894	0.917515299426015	0.771598946340186	0.955707790575362	0.961367062707028	0.875067101056494	0.920850857704982	0.933214536534312
